Name,Rating,Fifa Ability Overall,Position,Apps,Minutes played,Assists,Yel,Red,Aerials Won per game,Man of the match,Tackles,Interceptions per game,Fouls,Offside won per game,Clearances per game,Dribbled past per game,Outfielder Block Per Game,OwnG,Goals,"Shots per
game",Dribbles per game,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Key passes per game,Passes per game,Pass success percentage,Crosses,Long balls per game,Through balls per game,Table,"Shots per 
game"
Clément Lenglet,6.88,82,D(C),22.0,1935.0,0.0,8.0,1.0,1.9,1.0,2.0,0.9,1.3,0.7,3.0,0.6,0.9,1.0,1.0,0.3,0.3,0.6,0.0,0.1,0.2,0.0,49.8,89.4,0.0,3.0,0.0,Data,0.5562858827919068
Franco Vázquez,6.87,82,"AM(CR), FW",26.0,2290.0,4.0,8.0,1.0,2.0,0.0,1.5,0.7,1.5,0.0,0.7,1.3,0.1,0.0,3.0,1.3,1.3,2.1,0.1,1.8,1.6,0.9,31.4,79.3,0.2,1.4,0.2,Data,0.5562858827919068
Willian José,6.74,82,FW,28.0,2374.0,5.0,5.0,1.0,1.4,2.0,0.2,0.0,1.1,0.0,0.9,0.2,0.2,0.0,11.0,1.8,0.6,1.0,0.6,1.7,1.5,1.2,24.4,74.8,0.1,2.0,0.0,Data,0.5562858827919068
Dani García,6.67,82,DMC,29.0,2482.0,0.0,13.0,0.0,2.0,0.0,1.9,1.7,1.6,0.1,1.6,1.3,0.3,0.0,0.0,0.1,0.1,0.9,0.0,0.4,0.3,0.1,48.1,82.8,0.0,3.8,0.0,Data,0.5562858827919068
Víctor Ruiz,6.67,82,D(C),22.0,1976.0,0.0,10.0,0.0,2.2,0.0,1.3,1.7,1.3,1.0,2.8,0.2,0.7,0.0,0.0,0.4,0.4,0.5,0.0,0.0,0.5,0.2,54.4,86.0,0.1,4.1,0.0,Data,0.5562858827919068
Andrés Guardado,6.55,82,"D(L), M(CL)",27.0,2340.0,4.0,8.0,0.0,0.5,0.0,0.8,0.9,1.4,0.0,0.8,1.2,0.0,0.0,0.0,0.8,0.8,1.2,0.1,0.7,1.2,1.0,51.4,88.9,0.3,3.4,0.1,Data,0.5562858827919068
Malcom,6.53,82,AM(CLR),6.0,608.0,2.0,0.0,0.0,0.3,0.0,0.2,0.1,0.3,0.1,0.1,0.1,0.0,0.0,1.0,0.7,0.7,0.6,0.5,0.4,0.7,0.9,20.3,86.9,0.2,0.2,0.0,Data,0.5562858827919068
Arthur,6.49,82,DMC,19.0,1441.0,1.0,2.0,0.0,0.1,0.0,0.6,0.3,0.4,0.0,0.3,0.3,0.0,0.0,0.0,0.2,0.4,1.5,0.0,0.4,0.4,0.5,47.4,93.5,0.0,2.1,0.0,Data,0.5562858827919068
Gelson Martins,6.35,82,AM(R),1.0,224.0,0.0,0.0,0.0,0.3,0.0,0.6,0.1,0.4,0.0,0.0,0.1,0.0,0.0,0.0,0.6,1.0,0.9,0.1,1.0,0.9,0.3,7.8,77.4,0.0,0.3,0.0,Data,0.5562858827919068
Rafinha,6.33,82,M(CLR),3.0,225.0,0.0,1.0,0.0,0.6,0.0,1.6,0.2,1.4,0.0,0.4,0.0,0.2,0.0,0.0,0.4,0.0,1.6,0.0,1.4,1.6,0.4,29.0,89.0,0.4,0.6,0.0,Data,0.5562858827919068
Aritz Aduriz,6.25,82,FW,10.0,941.0,0.0,4.0,0.0,2.7,0.0,0.2,0.0,1.4,0.1,0.2,0.3,0.1,0.0,2.0,1.0,0.1,0.4,0.6,0.4,1.2,0.4,11.6,62.3,0.1,0.1,0.0,Data,0.5562858827919068
Thomas Meunier,7.07,82,"D(R), M(R)",19.0,1615.0,3.0,2.0,0.0,1.5,1.0,2.0,0.8,1.0,0.0,1.0,0.6,0.1,1.0,3.0,0.9,0.4,0.2,0.2,0.5,0.6,0.9,37.5,84.5,0.5,1.2,0.0,Data,0.5562858827919068
Dani Alves,7.02,82,"D(R), M(CR)",19.0,1625.0,7.0,4.0,0.0,0.6,0.0,1.8,0.3,1.9,0.1,0.3,1.1,0.2,1.0,1.0,1.2,0.7,1.0,0.2,1.0,1.0,1.4,63.1,85.6,0.7,2.2,0.3,Data,0.5562858827919068
Gelson Martins,6.94,82,AM(R),16.0,1393.0,2.0,1.0,0.0,0.6,0.0,1.3,0.5,0.9,0.0,0.4,1.2,0.1,0.0,4.0,1.9,1.6,1.6,0.1,1.4,3.0,1.0,28.5,78.1,0.9,0.3,0.0,Data,0.5562858827919068
Adil Rami,6.74,82,D(C),16.0,1414.0,1.0,2.0,0.0,3.8,1.0,0.9,1.1,1.1,0.1,3.1,0.3,0.9,0.0,1.0,0.9,0.3,0.6,0.1,0.1,0.4,0.4,52.7,83.4,0.0,4.1,0.0,Data,0.5562858827919068
Wilfried Zaha,7.21,82,"AM(LR), FW",34.0,3041.0,5.0,8.0,0.0,0.3,6.0,1.1,0.3,1.3,0.0,0.0,0.6,0.0,0.0,10.0,2.1,3.4,3.0,0.5,4.2,3.6,1.6,29.6,77.3,0.3,0.7,0.1,Data,0.5562858827919068
Gylfi Sigurdsson,7.16,82,"M(CLR), FW",36.0,3134.0,6.0,3.0,0.0,0.5,6.0,1.5,0.7,0.9,0.0,0.6,0.8,0.1,0.0,13.0,2.3,1.0,1.0,0.1,0.8,2.1,1.9,26.1,76.2,1.3,0.7,0.3,Data,0.5562858827919068
Andrew Robertson,7.12,82,"D(L), M(L)",36.0,3219.0,11.0,4.0,0.0,0.7,1.0,2.2,0.8,0.5,0.5,1.3,0.9,0.2,0.0,0.0,0.4,0.8,0.4,0.0,0.6,0.9,1.4,66.6,83.2,0.6,2.2,0.0,Data,0.5562858827919068
Kieran Trippier,7.1,82,"D(R), M(R)",26.0,2278.0,3.0,2.0,0.0,1.1,1.0,2.5,0.9,0.7,0.6,2.3,0.9,0.2,1.0,1.0,0.3,0.3,0.9,0.2,0.5,0.7,1.8,57.1,78.9,2.0,2.6,0.1,Data,0.5562858827919068
Shkodran Mustafi,7.05,82,D(CR),31.0,2617.0,0.0,9.0,0.0,4.0,2.0,2.0,1.9,1.4,0.7,5.2,0.3,0.5,0.0,2.0,0.6,0.3,0.3,0.1,0.2,0.4,0.2,56.9,81.9,0.0,3.2,0.1,Data,0.5562858827919068
Harry Maguire,7.01,82,D(C),31.0,2599.0,0.0,6.0,1.0,3.8,2.0,1.0,1.2,0.6,0.8,4.9,0.2,0.6,0.0,3.0,1.0,0.5,0.5,0.1,0.2,0.7,0.4,56.4,85.6,0.0,6.2,0.0,Data,0.5562858827919068
Pedro,6.97,82,M(CLR),21.0,1781.0,2.0,2.0,0.0,0.3,5.0,0.9,0.6,0.5,0.0,0.3,0.8,0.1,0.0,8.0,1.8,1.4,0.8,0.3,1.1,1.0,0.9,34.4,86.5,0.3,1.2,0.1,Data,0.5562858827919068
Jamie Vardy,6.94,82,"AM(L), FW",30.0,2733.0,4.0,3.0,1.0,2.0,3.0,0.4,0.2,0.6,0.0,0.8,0.4,0.0,0.0,18.0,2.3,0.4,0.6,1.1,0.6,1.5,0.9,12.2,65.6,0.2,0.2,0.0,Data,0.5562858827919068
Laurent Koscielny,6.92,82,D(C),13.0,1330.0,0.0,1.0,0.0,1.5,1.0,1.1,1.8,0.5,0.8,4.1,0.4,0.9,0.0,3.0,0.3,0.1,0.8,0.0,0.2,0.2,0.1,52.4,91.9,0.0,3.5,0.0,Data,0.5562858827919068
Georginio Wijnaldum,6.89,82,M(CL),32.0,2736.0,0.0,3.0,0.0,0.9,1.0,1.2,0.6,0.5,0.0,0.7,0.4,0.2,0.0,3.0,0.9,0.8,0.9,0.1,1.1,1.5,0.7,50.5,91.1,0.1,1.6,0.0,Data,0.5562858827919068
Marko Arnautovic,6.84,82,"AM(CLR), FW",24.0,2001.0,4.0,3.0,0.0,0.9,2.0,0.3,0.1,1.1,0.0,0.2,0.2,0.1,0.0,10.0,2.2,0.7,0.4,0.8,1.1,1.7,1.3,22.9,74.7,0.2,0.4,0.1,Data,0.5562858827919068
Antonio Rüdiger,6.78,82,D(CR),33.0,2874.0,0.0,7.0,0.0,2.5,0.0,1.0,1.0,0.8,0.6,2.9,0.4,0.2,0.0,1.0,0.8,0.1,0.5,0.0,0.3,0.2,0.2,76.9,91.5,0.0,4.5,0.1,Data,0.5562858827919068
Lucas Torreira,6.72,82,DMC,24.0,2381.0,2.0,7.0,1.0,0.6,0.0,1.9,1.2,1.1,0.1,0.9,0.9,0.2,0.0,2.0,0.7,0.4,2.3,0.0,0.8,0.9,0.5,46.8,87.4,0.2,1.8,0.0,Data,0.5562858827919068
Aaron Ramsey,6.7,82,M(CR),14.0,1331.0,6.0,0.0,0.0,0.5,0.0,1.2,0.3,0.8,0.0,0.1,0.6,0.0,0.0,4.0,1.2,0.4,0.7,0.1,1.0,1.3,0.9,27.6,82.0,0.2,0.9,0.0,Data,0.5562858827919068
Jordan Henderson,6.67,82,M(CLR),21.0,1983.0,3.0,1.0,1.0,0.8,0.0,1.4,0.9,0.8,0.0,0.4,0.7,0.1,0.0,1.0,0.5,0.2,0.4,0.0,0.3,0.7,0.5,54.4,87.2,0.2,3.3,0.1,Data,0.5562858827919068
Jesse Lingard,6.59,82,AM(CLR),19.0,1670.0,2.0,3.0,0.0,0.2,1.0,1.1,0.4,1.0,0.0,0.2,0.8,0.1,0.0,4.0,1.2,0.5,0.9,0.3,0.7,1.6,0.6,28.2,85.7,0.1,0.3,0.1,Data,0.5562858827919068
Álvaro Morata,6.56,82,"AM(L), FW",11.0,943.0,0.0,3.0,0.0,1.1,0.0,0.5,0.0,1.2,0.0,0.4,0.4,0.1,0.0,5.0,2.2,0.4,1.0,1.3,1.4,1.8,0.4,14.3,76.9,0.0,0.3,0.0,Data,0.5562858827919068
Fred,6.49,82,M(C),13.0,1045.0,1.0,2.0,0.0,0.2,1.0,1.7,0.9,1.5,0.1,0.5,1.1,0.1,0.0,1.0,1.0,0.6,1.1,0.1,1.1,1.2,0.7,45.2,86.3,0.3,3.5,0.1,Data,0.5562858827919068
Olivier Giroud,6.43,82,FW,7.0,834.0,4.0,1.0,0.0,1.4,0.0,0.1,0.1,0.4,0.0,0.2,0.1,0.0,0.0,2.0,1.2,0.1,0.2,0.2,0.2,0.8,0.7,9.7,68.2,0.0,0.2,0.0,Data,0.5562858827919068
Andrea Belotti,7.23,82,FW,37.0,3301.0,3.0,5.0,0.0,4.1,6.0,0.9,0.4,1.9,0.1,0.6,0.6,0.1,0.0,15.0,3.4,1.0,3.0,0.8,2.1,3.1,0.9,19.8,64.8,0.1,0.6,0.1,Data,0.5562858827919068
João Cancelo,7.2,82,"D(LR), M(R)",22.0,1967.0,3.0,6.0,0.0,0.9,2.0,1.7,0.6,1.3,0.1,1.3,0.9,0.2,0.0,1.0,1.0,2.4,1.0,0.0,0.9,1.4,1.4,50.3,86.2,1.0,2.4,0.0,Data,0.5562858827919068
Giacomo Bonaventura,7.16,82,M(CLR),8.0,651.0,1.0,0.0,0.0,1.1,0.0,0.8,0.9,0.6,0.0,0.9,0.6,0.0,0.0,3.0,3.4,1.3,1.0,0.1,1.3,1.5,1.3,45.4,88.7,0.3,1.9,0.0,Data,0.5562858827919068
Aleksandar Kolarov,7.12,82,"D(CL), M(L)",32.0,2906.0,2.0,6.0,0.0,1.2,5.0,1.2,1.2,0.8,0.5,2.1,0.4,0.5,0.0,8.0,1.3,0.9,1.2,0.0,0.5,0.8,1.8,48.7,80.6,1.8,2.7,0.0,Data,0.5562858827919068
Federico Fazio,7.07,82,D(C),31.0,2805.0,0.0,6.0,0.0,3.4,2.0,0.8,1.6,0.8,0.9,4.9,0.4,1.0,0.0,5.0,0.9,0.4,0.4,0.0,0.2,0.5,0.2,41.4,85.1,0.0,2.6,0.0,Data,0.5562858827919068
Steven Nzonzi,7.06,82,M(C),29.0,2619.0,2.0,7.0,0.0,3.4,1.0,2.2,0.9,1.1,0.0,1.7,0.4,0.8,0.0,1.0,0.7,0.4,0.5,0.0,0.4,0.5,0.8,56.3,87.7,0.0,3.2,0.0,Data,0.5562858827919068
Luis Alberto,7.05,82,"AM(CL), FW",25.0,2003.0,5.0,5.0,0.0,0.6,3.0,2.0,0.4,0.9,0.0,0.3,1.3,0.1,0.0,4.0,2.5,0.9,0.9,0.1,1.6,1.8,2.9,47.4,82.0,1.6,2.7,0.1,Data,0.5562858827919068
Iván Marcano,6.96,82,D(CL),9.0,811.0,0.0,0.0,0.0,2.8,0.0,0.8,2.4,1.0,0.6,4.1,0.3,0.6,0.0,0.0,0.3,0.3,0.4,0.0,0.2,0.0,0.6,52.1,87.1,0.3,3.9,0.0,Data,0.5562858827919068
Alessandro Florenzi,6.89,82,"D(R), M(CLR)",24.0,2185.0,2.0,4.0,1.0,0.6,0.0,1.3,1.6,0.5,0.5,1.8,0.7,0.2,0.0,3.0,1.2,0.3,0.8,0.1,0.3,0.6,1.4,39.5,78.2,1.4,2.7,0.1,Data,0.5562858827919068
Lucas Biglia,6.88,82,DMC,13.0,1115.0,0.0,3.0,0.0,0.6,1.0,3.8,1.4,1.3,0.1,1.3,1.6,0.2,0.0,1.0,0.4,0.2,1.0,0.0,0.8,0.6,0.8,51.9,90.4,0.1,3.6,0.0,Data,0.5562858827919068
Alessio Romagnoli,6.86,82,D(CL),32.0,2849.0,0.0,6.0,1.0,2.3,1.0,1.1,1.2,0.6,0.6,5.2,0.1,1.0,1.0,2.0,0.3,0.0,0.4,0.1,0.1,0.4,0.2,55.2,91.2,0.0,2.8,0.0,Data,0.5562858827919068
Marco Parolo,6.85,82,M(C),28.0,2562.0,3.0,7.0,0.0,1.9,0.0,2.0,0.8,1.3,0.0,1.4,1.1,0.3,0.0,4.0,1.8,0.1,0.4,0.1,0.6,1.0,0.9,30.2,78.1,0.3,1.2,0.0,Data,0.5562858827919068
Daniele Rugani,6.84,82,D(C),15.0,1350.0,0.0,3.0,0.0,2.7,0.0,0.5,1.1,1.9,0.5,3.4,0.2,0.9,0.0,2.0,0.6,0.0,0.3,0.0,0.3,0.2,0.0,51.5,90.0,0.0,2.1,0.0,Data,0.5562858827919068
Javier Pastore,6.7,82,AM(CLR),7.0,596.0,0.0,0.0,0.0,0.2,0.0,0.7,0.2,0.6,0.0,0.4,0.9,0.0,0.0,3.0,1.4,1.1,0.2,0.0,0.4,1.0,1.3,26.4,85.7,0.5,1.1,0.1,Data,0.5562858827919068
Federico Bernardeschi,6.68,82,"M(CLR), FW",14.0,1476.0,3.0,5.0,1.0,0.3,0.0,0.5,0.2,0.7,0.0,0.3,0.4,0.0,0.0,2.0,1.9,0.8,1.1,0.3,0.6,1.0,1.2,22.1,83.1,0.9,1.5,0.1,Data,0.5562858827919068
Samu Castillejo,6.46,82,AM(CLR),8.0,1008.0,2.0,3.0,0.0,0.4,1.0,0.5,0.3,0.9,0.0,0.3,0.7,0.0,0.0,4.0,1.0,0.6,0.8,0.1,0.9,0.9,0.6,13.9,86.7,0.3,0.5,0.0,Data,0.5562858827919068
Thorgan Hazard,7.44,81,"AM(CLR), FW",33.0,2878.0,10.0,1.0,0.0,0.7,6.0,1.5,0.8,0.8,0.0,0.2,0.9,0.1,0.0,10.0,2.3,2.2,1.8,0.5,1.5,2.2,2.2,34.8,76.9,1.4,1.6,0.2,Data,0.5562858827919068
Lukasz Piszczek,7.41,81,"D(CR), M(R)",20.0,1759.0,6.0,3.0,0.0,3.1,2.0,2.9,2.0,0.8,0.2,3.0,0.8,0.2,0.0,1.0,0.6,0.4,0.5,0.0,0.3,0.7,1.1,56.2,83.3,0.6,1.3,0.2,Data,0.5562858827919068
Kevin Volland,7.28,81,"AM(CLR), FW",32.0,2820.0,9.0,4.0,0.0,1.0,4.0,1.0,0.2,1.2,0.1,0.9,0.4,0.0,0.0,14.0,2.6,0.9,1.5,0.6,1.7,2.8,1.3,25.3,75.0,0.6,0.7,0.1,Data,0.5562858827919068
Raphael Guerreiro,7.02,81,"D(L), M(CL)",17.0,1532.0,6.0,2.0,0.0,0.3,1.0,1.1,0.8,0.4,0.0,0.4,0.5,0.0,0.0,2.0,1.5,1.3,0.9,0.1,1.0,1.9,1.7,46.1,85.5,0.7,0.9,0.1,Data,0.5562858827919068
Charles Aránguiz,7.0,81,M(C),22.0,1897.0,7.0,3.0,0.0,0.5,2.0,2.0,1.0,1.1,0.0,1.0,1.9,0.1,0.0,2.0,1.0,0.4,1.3,0.0,1.1,1.2,1.3,67.8,88.6,0.5,3.3,0.0,Data,0.5562858827919068
Marcel Sabitzer,6.94,81,"AM(CLR), FW",26.0,2356.0,3.0,9.0,0.0,0.7,1.0,1.5,1.1,0.9,0.0,1.0,0.9,0.1,1.0,4.0,2.1,0.5,1.0,0.2,1.5,1.5,1.2,36.9,70.4,0.4,1.3,0.0,Data,0.5562858827919068
Lars Stindl,6.93,81,"M(CR), FW",19.0,1513.0,1.0,3.0,0.0,0.9,1.0,1.0,0.6,0.9,0.0,0.6,0.6,0.1,0.0,3.0,1.6,0.8,1.4,0.3,0.7,1.9,1.0,35.6,82.7,0.1,1.5,0.2,Data,0.5562858827919068
Paco Alcácer,6.93,81,"AM(R), FW",11.0,1205.0,0.0,0.0,0.0,0.5,2.0,0.1,0.2,0.2,0.0,0.3,0.2,0.0,0.0,18.0,2.0,0.2,0.3,0.3,0.5,0.7,0.6,10.8,75.2,0.0,0.1,0.1,Data,0.5562858827919068
Leon Bailey,6.9,81,M(LR),21.0,1921.0,1.0,4.0,0.0,0.4,0.0,0.5,0.5,0.6,0.0,0.3,0.5,0.0,0.0,5.0,1.9,1.8,1.2,0.2,1.5,2.2,1.6,26.2,74.4,1.3,0.8,0.0,Data,0.5562858827919068
Karim Bellarabi,6.9,81,"AM(CLR), FW",14.0,1061.0,4.0,4.0,1.0,0.1,1.0,0.7,0.5,0.8,0.0,0.3,0.8,0.0,0.0,5.0,2.2,1.1,0.7,0.2,1.5,1.1,1.4,22.1,74.8,0.6,0.6,0.1,Data,0.5562858827919068
Sven Bender,6.87,81,"D(C), M(C)",25.0,1995.0,0.0,3.0,0.0,2.9,0.0,1.5,1.9,0.8,0.4,3.5,0.4,0.5,1.0,0.0,0.5,0.2,0.4,0.1,0.1,0.5,0.1,61.8,90.8,0.0,3.0,0.0,Data,0.5562858827919068
Manuel Akanji,6.79,81,D(C),25.0,2206.0,0.0,1.0,0.0,1.8,0.0,1.2,1.1,0.5,0.9,3.5,0.4,0.5,0.0,1.0,0.3,0.3,0.7,0.0,0.2,0.4,0.2,73.4,92.9,0.1,5.0,0.0,Data,0.5562858827919068
Alassane Pléa,6.77,81,"AM(LR), FW",28.0,2509.0,4.0,2.0,0.0,1.1,1.0,0.4,0.1,1.0,0.0,0.4,0.5,0.1,0.0,12.0,2.4,0.7,0.9,0.6,1.6,2.3,1.0,18.1,72.0,0.1,0.6,0.0,Data,0.5562858827919068
Christoph Kramer,6.71,81,DMC,13.0,1136.0,1.0,6.0,0.0,0.9,1.0,2.3,1.2,1.3,0.1,1.2,1.4,0.2,0.0,2.0,0.4,0.5,0.8,0.0,0.9,1.3,0.5,40.7,88.9,0.0,1.4,0.1,Data,0.5562858827919068
